billboard_year,song_id,name,artist,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1995,455CCMp9OHkIg0St60cxmd,Before I Let You Go,Blackstreet,6/21/1994,36,0.669,0.455,1,-6.94,0,0.0318,0.34,0,0.0564,0.456,140.157,299840,4
1995,2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,The Notorious B.I.G.,9/13/1994,78,0.778,0.578,9,-7.22,0,0.274,0.432,0,0.138,0.758,84.487,252747,4
1995,0cBQbqp5jInL73ZxLBSGlX,Sukiyaki,4 P.M.,1/1/1995,39,0.363,0.388,11,-8.608,0,0.034,0.749,0,0.363,0.348,76.099,162093,4
1995,6N9uyMZf9pbNOuomveWscp,I Wanna Be Down,Brandy,1994,64,0.703,0.469,11,-6.515,0,0.0415,0.177,0,0.726,0.661,86.038,291667,4
1995,6N9uyMZf9pbNOuomveWscp,I Wanna Be Down,Brandy,1994,64,0.703,0.469,11,-6.515,0,0.0415,0.177,0,0.726,0.661,86.038,291667,4
1995,61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,Boyz II Men,1/1/1994,65,0.567,0.501,2,-8.038,1,0.0241,0.0995,0,0.0986,0.2,142.589,236773,3
1995,61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,Boyz II Men,1/1/1994,65,0.567,0.501,2,-8.038,1,0.0241,0.0995,0,0.0986,0.2,142.589,236773,3
1995,6iXcPsToMyTheci6e1L2ya,Dear Mama,2Pac,1/1/1998,49,0.778,0.568,6,-6.096,1,0.074,0.368,0,0.115,0.34,84.121,278733,4
1995,2kQLJexCx8wPTAqK0x0ijO,Hold On,Jamie Walters,9/13/1994,51,0.571,0.553,0,-8.584,1,0.0279,0.0319,0,0.109,0.209,126.215,264560,4
1995,7jIujRjK5JKNrMCcAvYUTN,Keep Their Heads Ringin',Dr. Dre,4/11/1995,62,0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575,305573,4
1995,3L9RIFcNF9IDGPRE96EO7N,The Rhythm of the Night,Corona,3/16/2008,60,0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,0.799,127.808,264280,4
1995,1QoJK5Xf8I9r2sjXdxa9Fq,Roll To Me,Del Amitri,1/1/1998,24,0.533,0.776,6,-7.016,1,0.0355,0.414,0,0.135,0.881,150.008,132507,4
1995,5E0hSROoDq1VD1t0ktwi55,Scream,Michael Jackson,6/16/1995,0,0.805,0.941,0,-6.584,1,0.0908,0.0749,1.45E-05,0.415,0.606,106.525,278293,4
1995,43sNw9nvGYGLYnNiwI8oMZ,Freek'n You,Jodeci,1/1/1995,61,0.709,0.52,5,-9.365,0,0.0301,0.0682,0,0.0629,0.453,134.173,379240,4
1995,3LklW07tvdx2AHsgfi1Mng,I Wish,Skee-Lo,9/2/1995,63,0.669,0.809,7,-7.146,1,0.147,0.00137,0,0.38,0.572,97.885,249293,4
1995,7sa9hvmSywCFdxAJ9zjCPZ,Believe - Radio Edit,Elton John,1/1/2002,0,0.497,0.551,0,-8.844,0,0.0266,0.0861,1.75E-05,0.0997,0.212,137.928,292240,4
1995,4QXhRjZacZ1gZUeL7Ukktw,Carnival,Natalie Merchant,1995,53,0.601,0.48,6,-11.41,0,0.0732,0.2,0.0955,0.0297,0.802,188.214,361107,4
1995,7MooGz4ZPE4bNxjFegR6Jx,You Don't Know How It Feels,Tom Petty,10/21/1994,66,0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,289440,4
1995,2BIBtKMUnHyYs3BsEiILTU,Back for Good - Radio Mix,Take That,11/14/2005,52,0.569,0.517,5,-9.352,1,0.0333,0.313,0,0.145,0.508,78.844,241293,4
1995,0wfuwgtWKZYRYAONxXPjPO,Tootsee Roll,69 Boyz,5/27/1994,0,0.874,0.658,9,-12.174,0,0.241,0.0373,0,0.0915,0.711,133.034,256333,4
1995,52kDYmU0aE3txkZBKjl0nP,You Want This,Janet Jackson,5/18/1993,44,0.844,0.843,10,-5.763,0,0.0551,0.113,0.0439,0.1,0.647,111.893,305667,4
1995,2lp8xjq0WTm3HZKHuDEweg,Tell Me,Groove Theory,7/25/1995,66,0.8,0.361,6,-10.849,0,0.0635,0.0355,3.75E-06,0.0668,0.887,93.059,236067,4
1995,2lp8xjq0WTm3HZKHuDEweg,Tell Me,Groove Theory,7/25/1995,66,0.8,0.361,6,-10.849,0,0.0635,0.0355,3.75E-06,0.0668,0.887,93.059,236067,4
1995,1poK64Wt7p7VwrAbFgD5hS,Can't You See,Total,3/9/2004,0,0.715,0.721,8,-5.622,0,0.0541,0.157,1.75E-06,0.309,0.807,86.26,277320,4
1995,0TxFZthE81cgf5zZvpnkPP,All I Wanna Do,Sheryl Crow,1/1/2003,31,0.808,0.758,9,-4.917,1,0.0306,0.138,0.000955,0.294,0.923,120.096,272867,4
1995,0XVikcHfkoBvJ5ZU8xQBWn,Come and Get Your Love - Radio Edit,Real McCoy,3/28/1995,47,0.736,0.864,8,-6.567,1,0.0397,0.0179,1.62E-05,0.345,0.763,108.828,194560,4
1995,4Q1UwAB4nL3l4k41vkZoyg,This Ain't A Love Song,Bon Jovi,1/1/2010,0,0.224,0.657,4,-7.182,1,0.0558,0.115,0,0.125,0.141,175.994,305707,3
1995,0yv6BYFfviMImtUPwzEXQp,Secret,Madonna,9/18/2009,41,0.769,0.703,1,-5.705,1,0.027,0.0581,2.23E-06,0.114,0.453,100.094,268413,4
1995,0yv6BYFfviMImtUPwzEXQp,Secret,Madonna,9/18/2009,41,0.769,0.703,1,-5.705,1,0.027,0.0581,2.23E-06,0.114,0.453,100.094,268413,4
1995,6PhOzQShyz2vjELsXax7TQ,Player's Anthem,Junior M.A.F.I.A.,1995,0,0.822,0.545,7,-7.933,1,0.445,0.204,2.71E-06,0.105,0.564,87.985,322267,4
1995,5cKQS9890SpoU2DyqclNWG,Feel Me Flow,Naughty By Nature,6/21/2005,0,0.805,0.754,8,-6.679,0,0.156,0.0468,1.79E-06,0.0855,0.844,90.214,212560,4
1995,7gRPARHLsDZaf3QxSTuKT8,Every Day of the Week,Jade,9/23/1994,35,0.757,0.68,1,-8.857,1,0.0338,0.0039,0,0.0742,0.83,97.381,315600,4
1995,2aw72RcR4WQvmA9bICK8QZ,The Sweetest Days,Vanessa Williams,1/1/1994,40,0.482,0.301,10,-10.341,1,0.0273,0.722,0.0012,0.166,0.0692,139.853,211293,4
1995,6FQklDAiYv2CR7BQOWDRx2,Short Dick Man - Radio Mix,20 Fingers,1994,52,0.935,0.735,11,-9.588,0,0.0779,0.00475,0.0926,0.0415,0.912,127.042,201133,4
1995,3zeyP0JnzXEx3uZLmpOdtP,Brokenhearted,Brandy,1994,41,0.635,0.33,1,-11.928,1,0.0299,0.317,2.70E-05,0.0765,0.29,139.896,352733,4
1995,4Cmpnt9GsAoF60tEdmpG3j,"No More ""I Love You's""",Annie Lennox,2/17/2009,0,0.503,0.628,3,-6.263,1,0.027,0.53,7.67E-06,0.153,0.192,90.021,292160,4
1995,0GuCN3VT2d2N1cqjPlqsxz,You Used to Love Me - Greatest Hits Version,Faith Evans,1998,38,0.688,0.464,0,-7.454,1,0.0335,0.219,1.88E-06,0.145,0.67,87.773,273560,4
1995,2Ht2XbOKEay5ogJbDk3i9q,Constantly,Immature,1/1/1994,36,0.71,0.519,8,-9.933,1,0.0363,0.165,0.00198,0.0854,0.577,117.837,343333,4
1995,5TsHqbDKaSs4ECZX0045YS,"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",U2,1/1/2002,52,0.368,0.852,10,-6.978,0,0.0433,7.47E-05,0.258,0.218,0.347,171.692,284600,4
1995,5pkMrPKCZ7gMYacSzFBZCl,100% Pure Love,Crystal Waters,1/1/1998,0,0.812,0.685,8,-8.241,1,0.0508,0.0954,0.00679,0.0643,0.728,120.254,279456,4
1995,3s2hOHsOLl5DrocMxSrHJD,Ask of You (In the Style of Raphael Saadiq) [Performance Track with Demonstration Vocals],Done Again,12/25/2011,21,0.589,0.611,6,-9.959,1,0.0483,0.42,0,0.12,0.819,86.011,268176,4
1995,0lZWjBImx6kNe3WtOA09Xu,Sugar Hill,AZ,10/10/1995,54,0.682,0.647,8,-7.332,1,0.189,0.000693,5.97E-06,0.0693,0.529,181.86,249760,4
1995,6ILtPjGYb3mvprfsCaJRTA,Good,Better Than Ezra,8/23/2005,40,0.615,0.657,7,-6.873,1,0.029,0.000372,0.0204,0.132,0.792,109.95,185093,4
1995,1YMn9N6JbLfefxmzSWm2jA,Brown Sugar,D'Angelo,1/1/2008,3,0.718,0.554,9,-6.541,1,0.161,0.491,0.00102,0.118,0.514,83.074,243640,4
1995,5EExhZiAXIqw6M5FFGAiUb,Turn the Beat Around,Gloria Estefan,10/14/1994,46,0.735,0.804,6,-6.476,0,0.0347,0.0145,0,0.0716,0.539,130.018,233200,4
1995,1QJDgtV8L8jCnpM1RIauAp,'Til You Do Me Right,After 7,1/1/1997,39,0.612,0.54,5,-7.562,1,0.0264,0.0781,0,0.0763,0.418,76.746,294600,4
1995,7B0yMYCJO8adAUIY6COxQb,1st Of Tha Month,Bone Thugs-N-Harmony,1995,0,0.748,0.475,8,-11.041,1,0.258,0.246,1.90E-06,0.19,0.509,148.077,273933,4
1995,3Fe3L3N5pGaa0BBT4eVypZ,Like The Way I Do,Melissa Etheridge,1/1/1988,60,0.596,0.835,2,-13.021,0,0.0418,0.0418,1.11E-05,0.059,0.637,101.359,324333,4
1995,4vHp893kV7HksfB5FN1Nk5,I Live My Life for You,Firehouse,10/8/1996,53,0.519,0.517,1,-7.531,1,0.0286,0.0537,0,0.0928,0.344,141.808,261827,4
1995,66QsugNQ8z40vjxtQQwV1z,Dream About You,Stevie B,1/19/2010,0,0.659,0.349,4,-10.403,0,0.0299,0.63,0,0.149,0.214,130.312,241533,4
1995,0Jg602cHeMCnPez9baacIe,Cotton Eye Joe,Rednex,4/3/1995,60,0.738,0.937,9,-7.788,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,193827,4
1995,48j6bDfkuJNfWRXwMbipGY,Thank You,Boyz II Men,1/1/1995,25,0.677,0.716,1,-8.98,1,0.0783,0.0202,0,0.0187,0.914,95.131,276560,4
1995,3Nf8oGn1okobzjDcFCvT6n,I'll Stand by You,Pretenders,6/1/1994,73,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49E-06,0.0754,0.266,133.822,240760,4
1995,5lSPwot7zIJk7dM0ccatPa,I Miss You (In the Style of n Ii U) [Karaoke Version],Ameritz - Karaoke,5/1/2012,8,0.778,0.146,10,-15.341,1,0.0651,0.953,0.839,0.134,0.297,120.017,235680,4
1995,7K1TyzMSR0s2iVlepOh75L,Give It 2 You,Da Brat,6/28/1994,38,0.871,0.455,6,-12.414,1,0.179,0.0032,0,0.075,0.709,91.926,193160,4
1995,0YwUJOHKYxlm5gVfIkl8Ym,Best Friend,Brandy,1994,51,0.696,0.49,6,-6.631,0,0.0347,0.155,0.000351,0.0563,0.557,179.825,288840,4
1995,5kKaNe8f5rR8cA3WE7Ol5N,Misery,Soul Asylum,1986,32,0.395,0.743,0,-6.113,1,0.0336,0.000233,1.76E-06,0.0823,0.34,113.687,264507,4
1995,6z3JD6IqVvu6TUBtCfQPbe,Can't Stop Lovin' You,Van Halen,1/24/1995,55,0.609,0.912,9,-3.324,1,0.0338,0.0734,3.10E-06,0.159,0.564,118.035,247467,4
1995,2TAdelKqtPjyHWYMMkcmVX,The Most Beautiful Girl In The World,The Prince Tribute Band,7/12/2011,21,0.437,0.287,6,-10.018,1,0.0282,0.8,0,0.117,0.598,185.598,270345,4
1994,0hrBpAOgrt8RXigk83LLNE,The Sign,Ace of Base,12/24/1993,72,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240,4
1994,4WUnM4KNZ0kjp0CUeoyOnS,I Swear,All-4-One,1/1/1994,69,0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,259853,4
1994,61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,Boyz II Men,1/1/1994,65,0.567,0.501,2,-8.038,1,0.0241,0.0995,0,0.0986,0.2,142.589,236773,3
1994,61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,Boyz II Men,1/1/1994,65,0.567,0.501,2,-8.038,1,0.0241,0.0995,0,0.0986,0.2,142.589,236773,3
1994,4XirXgiFAD1vak1gbNURfI,The Power of Love - Radio Edit,Céline Dion,11/16/1999,33,0.534,0.512,8,-8.933,1,0.03,0.393,0.000442,0.252,0.22,140.068,286560,4
1994,4FCb4CUbFCMNRkI6lYc1zI,Hero,Mariah Carey,8/4/1993,74,0.501,0.378,4,-9.37,1,0.029,0.735,0,0.119,0.178,119.987,257733,4
1994,7Lwo27zrXusqUlAaTgnytp,Stay,Lisa Loeb & Nine Stories,1/1/1995,62,0.676,0.592,1,-6.887,1,0.0452,0.454,0,0.107,0.337,80.316,183760,4
1994,1tLClJK4Ma2OrFbdhnnVzi,Breathe Again - Radio Edit,Toni Braxton,11/3/2003,16,0.694,0.734,0,-4.427,1,0.0342,0.0624,0,0.0845,0.247,153.942,255040,4
1994,1bEkl8nNJL71lQVIBjYHeO,"All For Love - From ""The Three Musketeers"" Soundtrack",Bryan Adams,1/1/2005,31,0.46,0.548,2,-6.938,1,0.0276,0.186,0,0.0967,0.129,149.818,282773,4
1994,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,Ace of Base,12/24/1993,74,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98E-05,0.103,0.858,93.764,211213,4
1994,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,Ace of Base,12/24/1993,74,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98E-05,0.103,0.858,93.764,211213,4
1994,4SYMibQ93bfzOk6uzkF0dO,Don't Turn Around,Ace of Base,12/24/1993,58,0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,230187,4
1994,64VCWGSlhTKDmAgembZgRV,Bump n' Grind,R. Kelly,5/19/2014,33,0.671,0.54,4,-6.06,1,0.0355,0.127,0,0.299,0.646,130.153,254947,4
1994,0IaMMHVbpJ0LrRAeigWOXr,Again,Janet Jackson,5/18/1993,63,0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,130.135,227133,4
1994,0IaMMHVbpJ0LrRAeigWOXr,Again,Janet Jackson,5/18/1993,63,0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,130.135,227133,4
1994,6ds1A1qkYXpXOc4GWw4hVO,I'll Remember (Theme from the Motion Picture With Honors),Madonna,3/18/1994,30,0.691,0.598,7,-9.699,1,0.043,0.625,0.0174,0.0709,0.842,167.797,263813,4
1994,7sJN693sYKEIEMu7fc5VnJ,Whatta Man,Salt-N-Pepa,10/12/1993,63,0.757,0.544,5,-10.722,1,0.219,0.154,6.07E-05,0.226,0.921,173.208,308360,4
1994,14MNLAqGSTAl1D3FA26Oy5,Wild Night,John Mellencamp,1/1/1994,20,0.68,0.777,7,-7.724,1,0.0661,0.0794,0.00128,0.0504,0.965,144.312,208293,4
1994,1kMOJBmpfWD9fir6st9uqS,Without You,Mariah Carey,8/4/1993,72,0.576,0.526,6,-8.524,1,0.0325,0.323,2.01E-06,0.0548,0.147,122.06,213667,4
1994,6MVrwx12IjKhBfzWEXl33e,Never Forget You,Mariah Carey,8/4/1993,44,0.525,0.533,2,-7.419,1,0.0289,0.2,0,0.198,0.268,149.923,225707,3
1994,36vhoEyWupdurBErm7UPxF,You Mean the World to Me - Radio Edit,Toni Braxton,11/3/2003,20,0.626,0.785,11,-4.399,1,0.0342,0.0926,6.83E-06,0.133,0.569,167.695,239067,4
1994,67HKtdqchK0rmODxsBeWT8,Can You Feel The Love Tonight,Elton John,11/6/1995,61,0.297,0.364,10,-9.261,1,0.0305,0.813,0.000761,0.0976,0.149,122.598,240000,4
1994,3QlTzofanSqDWywxEzGGE2,Fantastic Voyage,Coolio,7/19/1994,59,0.888,0.584,7,-13.308,1,0.112,0.0389,3.25E-06,0.0625,0.762,104.704,334440,4
1994,2le9fblYnfoLr9dkZIsJUa,"Baby, I Love Your Way",Big Mountain,7/19/1994,62,0.651,0.747,1,-7.269,0,0.0699,0.0528,0,0.207,0.776,147.518,249520,4
1994,4uIKHABS2ixy0AW0Y31rj4,Regulate,Warren G,6/7/1994,37,0.858,0.583,11,-10.921,0,0.218,0.323,1.08E-06,0.113,0.755,95.285,248867,4
1994,267iIR5zovTVMwSIGaqIkR,If You Go,Jon Secada,1/1/1994,45,0.621,0.819,7,-8.002,1,0.0332,0.0884,0,0.134,0.485,106.017,273933,4
1994,45wneA2j0Z0WMnYNDO6Ad0,Back & Forth,Aaliyah,5/22/1994,59,0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31E-06,0.115,0.903,92.938,231093,4
1994,2V2pxcEfn5zs79sE7qcewA,Now And Forever,Richard Marx,1/1/1994,70,0.441,0.258,7,-11.227,1,0.0276,0.661,0,0.106,0.172,77.988,214827,1
1994,2zItQNJrVrTioXTXWiI2ed,When Can I See You,Babyface,8/24/1993,56,0.754,0.472,8,-11.787,1,0.0807,0.257,2.09E-05,0.121,0.613,169.199,229600,4
1994,03EnOL1O9EKi9CFNmPyrCm,Please Forgive Me,Bryan Adams,1/1/2005,70,0.555,0.46,9,-7.032,1,0.0277,0.497,0,0.103,0.146,67.027,355640,3
1994,1J1Wz0UPt4NPp4MMwSJCcz,So Much in Love,All-4-One,1/1/1994,47,0.322,0.25,0,-11.451,0,0.03,0.892,0,0.12,0.352,137.714,212640,4
1994,0Pu71wxadDlB8fJXfjIjeJ,Shoop,Salt-N-Pepa,10/12/1993,70,0.939,0.675,0,-7.232,1,0.211,0.0915,0,0.0565,0.795,96.918,248573,4
1994,2yOm4lN7aTygtXanJFNFWU,"Any Time, Any Place",Janet Jackson,5/18/1993,61,0.571,0.232,10,-11.309,1,0.0699,0.604,0.000246,0.119,0.207,128.785,428200,4
1994,6emdJW80SbDBMuHci8PJJn,Shine,Collective Soul,3/22/1994,70,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,306040,4
1994,2nfMrwg3aRhSAv4HX7IzJL,Said I Loved You...But I Lied,Michael Bolton,1993,66,0.547,0.569,10,-8.644,1,0.0271,0.189,7.05E-06,0.156,0.432,159.713,304867,4
1994,067a6ysdh3FOWXec116IOF,Return To Innocence - Radio Edit,Enigma,12/13/1993,27,0.471,0.673,10,-8.635,1,0.0401,0.0899,0,0.307,0.422,88.01,247739,4
1994,3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow,8/3/1993,70,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,4
1994,31v2AQlx4pDI7kmnLxBkem,Mmm Mmm Mmm Mmm,Crash Test Dummies,4/5/1993,67,0.58,0.575,3,-7.72,1,0.0231,0.25,1.83E-05,0.0813,0.37,92.934,235173,4
1994,6a5jHgwqYMk9wlYJYfs3c9,Can We Talk,Tevin Campbell,2001,66,0.658,0.711,2,-7.424,0,0.0425,0.0759,1.77E-05,0.0446,0.614,172.365,284587,4
1994,29VrHhpC5AS9b7XJYDPhqb,Funkdafied,Da Brat,6/28/1994,57,0.802,0.461,11,-12.367,0,0.302,0.0757,0,0.109,0.74,90.995,185933,4
1994,391CwgcBxvUHmEKda2b5In,I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,1993,62,0.419,0.672,2,-6.353,1,0.092,0.623,0,0.412,0.304,105.212,316467,4
1994,391CwgcBxvUHmEKda2b5In,I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,1993,62,0.419,0.672,2,-6.353,1,0.092,0.623,0,0.412,0.304,105.212,316467,4
1994,7czpT3vsR3ONw7JFVXC5dD,Gangsta Lean - Radio Edit,D.R.S.,1/1/2011,28,0.745,0.233,3,-12.633,0,0.0367,0.292,0,0.0893,0.431,82.609,248667,3
1994,5VzvK7YiwWbRePA2JOzhYq,Because the Night - Live Unplugged,"10,000 Maniacs",10/26/1993,63,0.408,0.79,11,-8.138,0,0.103,0.26,0.00027,0.765,0.347,122.624,223373,4
1994,2AnTuxahfcAS7dGxGZnihY,Cantaloop (Flip Fantasia),Us3,1/1/1993,47,0.852,0.655,5,-11.498,0,0.0645,0.107,2.07E-05,0.137,0.952,115.962,279360,4
1994,4EEGHbMUyS07PNVXSGB7Qg,Whoomp! (There It Is),Tag Team,5/7/1993,1,0.8,0.639,4,-7.406,0,0.0439,0.00123,0,0.0803,0.45,129.443,226027,4
1994,4LmlGaGTEbTGE5VngAbpA3,Come To My Window,Melissa Etheridge,1/1/1993,57,0.512,0.636,7,-9.602,1,0.0262,0.08,0.000106,0.088,0.499,97.257,236000,4
1994,5gt7KWB2avKJAAEqtgapLm,Stroke You Up,Changing Faces,4/19/2005,36,0.73,0.731,3,-3.438,0,0.0279,0.278,0,0.258,0.649,131.396,216546,4
1994,1eGY6roK1W2vFIhDXu2lXq,I'm Ready,Tevin Campbell,2001,53,0.684,0.687,0,-6.393,1,0.0228,0.0631,1.29E-05,0.0601,0.752,91.201,286720,4
1994,0dfQwyoZoS9LgQiU6AJO7f,100% Pure Love,Crystal Waters,8/11/1998,58,0.811,0.725,8,-7.203,1,0.0491,0.0843,0.0059,0.0567,0.698,120.242,278627,4
1994,0S8xKy1efKy3LvR53qe3Cq,Anytime You Need a Friend,Mariah Carey,8/4/1993,54,0.57,0.549,9,-7.956,0,0.0312,0.469,7.91E-06,0.0715,0.295,136.13,265467,4
1994,40kJxdeSmQieEgTgShXumm,Because Of Love,Janet Jackson,5/18/1993,44,0.764,0.878,5,-5.647,0,0.0523,0.287,0.00356,0.18,0.825,112.37,260907,4
1994,0gEyKnHvgkrkBM6fbeHdwK,Linger,The Cranberries,3/1/1993,78,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87E-05,0.14,0.204,94.845,274707,4
1994,1sSGeqRSi9FODicdyOllbM,Loser,Beck,1/1/1994,30,0.611,0.65,6,-9.685,0,0.114,0.0329,0.00015,0.423,0.819,170.78,235573,4
1994,5WmDRnuGYo31xrWNDcYaps,Found Out About You,Gin Blossoms,1/1/1992,57,0.539,0.826,7,-8.037,1,0.0276,0.00224,0.0451,0.0832,0.669,134.718,233400,4
1994,0WKYRFtH6KKbaNWjsxqm70,Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,1993,6,0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,211493,4
1994,62utntNdsx80hraXA5ha0Q,Never Lie,Immature,1/1/1994,41,0.701,0.393,9,-10.236,0,0.0299,0.605,3.41E-05,0.109,0.337,142.106,253190,4
1994,3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit,Bruce Springsteen,2/27/1995,75,0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,195080,4
1994,2mGxDOaHdBWnJY7V0In8Vx,Getto Jam,Domino,1993,53,0.802,0.547,9,-12.085,1,0.131,0.0312,1.34E-06,0.326,0.492,86.576,259280,4
1994,7IljDTNkQEyy77CcaRbiAj,Endless Love (with Mariah Carey),Luther Vandross,9/20/1994,63,0.231,0.477,10,-7.748,1,0.029,0.747,2.61E-06,0.122,0.235,95.969,259667,4
1994,1TWhpLaqdToKoHHpFnCxsd,I Miss You,Aaron Hall,1/1/1993,49,0.713,0.754,6,-5.277,1,0.0271,0.0298,0,0.136,0.564,120.079,381733,4
1994,4yKbbM56fLCxwR5CTH6QkP,Understanding,Xscape,10/12/1993,49,0.7,0.465,7,-10.43,1,0.0562,0.36,0.000157,0.143,0.306,137.823,340962,4
1994,03r2R8m2BIc1exOBNPSr1J,This D.J.,Warren G,6/7/1994,33,0.804,0.505,6,-8.19,0,0.129,0.0363,0.0211,0.113,0.562,92.034,203027,4
1994,3RNvMhYFEwpCgPnDGKR5MB,Cry For You,Jodeci,12/21/1993,58,0.65,0.496,5,-12.349,0,0.0331,0.305,0,0.33,0.576,115.775,300907,4
1994,0XRbYXQUymj9SJkrr8YK5B,Keep Ya Head Up,2Pac,2/16/1993,72,0.598,0.732,4,-7.013,1,0.425,0.144,0,0.508,0.595,172.329,262507,4
1994,5XhkV07Vou38wnrzwURUOC,Who Am I (What's My Name)?,Snoop Dogg,1993,4,0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98E-05,0.515,0.692,96.814,246320,4
1994,3DL3P7ZMOu5gApQwaUtseF,Another Night,Real McCoy,4/10/1995,50,0.812,0.877,7,-7.596,1,0.0399,0.099,0.00441,0.135,0.885,125.916,236600,4
1994,1WLehqgluqBtlyX98ugs2a,Your Body's Callin',R. Kelly,5/19/2014,34,0.697,0.582,9,-5.702,1,0.0282,0.444,0.000694,0.088,0.703,84.156,275360,4
1994,5PNKlu3gRVxkBMr0Fr5Azk,Tootsee Roll Rap Version,69 Boyz,5/27/1994,15,0.867,0.607,9,-12.691,0,0.224,0.0159,2.49E-06,0.0394,0.703,133.035,260867,4
1994,7aJZxI6TVdIvQSuWxQ4rqp,I Can See Clearly Now,Jimmy Cliff,1969,67,0.799,0.662,7,-8.585,1,0.0347,0.00482,0.000505,0.0484,0.717,120.082,196000,4
1994,7L06pF5o819jflseQ4Wde5,Never Keeping Secrets,Babyface,8/24/1993,48,0.693,0.648,11,-6.411,0,0.0248,0.0949,0,0.14,0.319,113.117,293267,4
1994,74irxdVWstNlEQjsvArITq,Crazy,Aerosmith,1/1/1993,77,0.37,0.866,6,-3.879,0,0.0384,0.0868,0,0.137,0.427,162.086,316693,3
1994,30DUFFqN1JhGq8gyBjFtub,Just Kickin' It,Xscape,9/26/2014,21,0.699,0.536,1,-6.502,0,0.0589,0.0558,4.01E-06,0.514,0.777,81.15,204627,4
1994,01MpXvMYamrElw5T6DCjt5,At Your Best (You Are Love) - LP Mix,Aaliyah,8/22/1994,24,0.622,0.482,9,-9.049,0,0.0335,0.749,0.0117,0.1,0.564,78.087,289987,4
1994,452fSzvkB2A8FHVI4JKK2S,Rock And Roll Dreams Come Through,Meat Loaf,1993,39,0.564,0.888,0,-3.389,1,0.0329,0.169,0.000101,0.182,0.461,112.234,350867,4
1994,6beFuzSjwhOKFZp2aqYDdY,Amazing,Aerosmith,1/1/1993,70,0.308,0.747,0,-5.434,1,0.037,0.0645,8.27E-05,0.431,0.278,139.454,356160,4
1994,05aJGOuSDQTFyfzcGQrDUO,Always - 2009 Remaster,Erasure,11/16/1992,43,0.569,0.86,5,-5.827,1,0.028,0.21,3.10E-06,0.241,0.181,103.018,241413,4
1994,6Af3eagcRO0uZAhWhJZSjg,Groove Thang,Zhané,1/1/1994,12,0.888,0.369,9,-9.57,0,0.0544,0.0166,0.00104,0.0832,0.702,102.209,236600,4
1994,3nOfSqMgLPVA95N85CO6u9,Dreams,Gabrielle,12/7/1999,0,0.689,0.668,9,-8.953,1,0.0346,0.0408,0,0.107,0.6,98.794,221440,4
1994,4ih3dyFZoeTdaeJW9mPbOI,Mr. Vain - Original Radio Edit,Culture Beat,1/1/1993,71,0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872,257467,4
1994,3dmqIB2Qxe2XZobw9gXxJ6,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,5/20/2008,75,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34E-06,0.328,0.531,169.515,273600,4
1994,1vf3GldTchj0ytKoyLgMrZ,"Anything - Old Skool Radio 7"" Version",SWV,5/10/1994,57,0.798,0.792,10,-5.667,0,0.0448,0.0103,0.00031,0.309,0.798,94.967,247440,4
