id,name,artists,danceability,duration_ms,energy,acousticness,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,year
353BKWrvzwFlwXtPhowtHt,China: Hu-K'in Melody,['Unspecified'],0.467,208413,0.207,0.937,0.861,11,0.396,-21.94,0,0,0.149,173.459,0.909,1952
1K99wVDfayR1wm1JhXUL3P,Anti-Pope,['The Damned'],0.321,200983,0.95,0.00932,1.10E-05,7,0.385,-8.383,1,29,0.207,122.446,0.143,1979
1Iq6wrlQsgrEWSTdnBBJ0q,"Sonata No. 3 in E-Flat, Op. 12, No. 3: Rondo: Allegro molto","['Ludwig van Beethoven', 'Jascha Heifetz', 'Emanuel Bay']",0.58,254053,0.195,0.979,0.922,3,0.0861,-17.644,1,0,0.0444,134.879,0.645,1948
5kxqPQ5Gasw1jXyBDCPDkN,Houses of the Holy - 2007 Remaster,['Led Zeppelin'],0.631,244680,0.85,0.15,0.0627,9,0.562,-8.52,1,45,0.0347,123.086,0.944,2007
5IdAcHb4cwtexqMlOojWhR,In Control,['YoungBoy Never Broke Again'],0.643,181437,0.77,0.13,0,5,0.247,-4.524,0,64,0.228,170.006,0.863,2019
3ROtnqCtqrMbaDkivZyV5n,Entrerriana - Remasterizado,['Ignacio Corsini'],0.431,183720,0.2,0.995,0.821,5,0.139,-23.557,0,0,0.0322,108.65,0.543,1922
2MA0RzrhSW9pRuYYuVmVs1,Stranger To Himself,['Traffic'],0.568,232493,0.427,0.139,0.000448,7,0.117,-14.834,1,26,0.0239,97.119,0.795,1970
0pLS9mButO9qmqcNgoFthv,This Fire Burns (CM Punk),"['WWE', 'Killswitch Engage']",0.443,185733,0.984,9.38E-06,0.0692,4,0.558,-4.753,0,51,0.0923,140.041,0.14,2006
463wvwQJ7DJCvBvbvD55xz,The Best Is Yet to Come,['Tony Bennett'],0.634,149027,0.259,0.659,0,0,0.341,-14.953,1,26,0.0479,120.551,0.626,1962
5esbu1hYiLrhc27BQTUpcz,Часть 61.2 - Триумфальная арка,['Эрих Мария Ремарк'],0.722,97800,0.197,0.313,0,0,0.16,-19.292,1,0,0.933,110.725,0.617,1945
2HuXryGxUKkjrU0IaRzAia,"April In Paris - Live at Sunset School, Carmel-by-the-Sea, CA, September 1955",['Erroll Garner'],0.376,294787,0.246,0.963,0.886,6,0.92,-17.839,1,7,0.0339,100.871,0.0396,1955
6V6Xoa7CRJJRoe7f9hRdAe,Vapor,['5 Seconds of Summer'],0.507,179091,0.861,0.0117,0,1,0.121,-4.574,1,56,0.0434,155.071,0.531,2015
7G0Gsre6tTX9G4Lsb0dkli,And The Tide Rushes In,['The Moody Blues'],0.449,176053,0.32,0.596,2.24E-05,2,0.468,-11.774,1,36,0.0304,99.498,0.471,1970
6Me2jkxUdQPoLpfLnC6Esc,Didn't Want To Have To Do It,['Ralfi Pagan'],0.48,188154,0.337,0.838,0.0102,5,0.129,-11.694,0,30,0.0357,141.642,0.229,1973
0ycjDiexIJFW35vhsmphXm,"Chopin: Grande valse brillante in E-Flat Major, Op. 18","['Frédéric Chopin', 'Samson François']",0.458,303240,0.138,0.992,0.915,3,0.103,-19.34,1,9,0.0438,128.766,0.36,1955
6fzV85JvQ8sd28IJQSo6GT,What's Forever For,"['England Dan', 'John Ford Coley']",0.449,206107,0.286,0.254,0,0,0.121,-16.175,1,43,0.0279,78.636,0.351,1978
4GXXOBUEpCr58TFHIkLrZ0,Red Roses For A Blue Lady,['Bert Kaempfert'],0.612,139653,0.306,0.86,0.705,7,0.137,-12.595,1,48,0.0302,117.711,0.376,1964
5hb92JsDZjB3PuysBhwTAS,Izzat Love? - 2015 Remaster,['Todd Rundgren'],0.49,115173,0.529,0.0212,0,0,0.243,-10.946,1,32,0.125,128.155,0.856,1974
4Np1GhZyyqUrCOfQWNc7fE,They Call Us Run-D.M.C.,['Run–D.M.C.'],0.859,177387,0.883,0.0978,0,1,0.364,-5.211,1,29,0.237,99.064,0.922,1988
25BSBxpCtoDbOpVd7cpqbw,Stand Tall,['Childish Gambino'],0.308,370773,0.234,0.692,0.00279,2,0.125,-14.084,0,55,0.0364,87.982,0.123,2016
5L0sMSgTmwv7GaghshOmJ5,Kickin' My Heart Around,['The Black Crowes'],0.371,220627,0.985,0.00889,0.000663,6,0.56,-2.644,1,39,0.128,144.986,0.427,1998
7je9mWoP7be7n10VOmhrQe,The Lady Wants Your Money,['Wild Cherry'],0.515,251000,0.646,0.0922,1.72E-06,9,0.0888,-12.712,1,29,0.109,176.906,0.908,1976
2GRsvf3tATnTZpx6jNkwk0,"Honey, Take a Chance With Me",['Charles Mingus'],0.357,197440,0.259,0.979,0.596,8,0.189,-11.19,1,4,0.034,83.354,0.323,1949
1x6Zk7hoTIlSOFNZnyxjZD,Upper Echelon (feat. T.I. & 2 Chainz),"['Travis Scott', 'T.I.', '2 Chainz']",0.788,243800,0.617,0.0448,0,2,0.088,-4.516,1,59,0.0651,122.065,0.128,2013
70GXXofwp2UIFGsIqRQGdr,"Partita No. 1 in B-Flat Major, BWV 825: I. Praeludium","['Johann Sebastian Bach', 'Oscar Levant']",0.368,95507,0.125,0.993,0.845,10,0.121,-17.927,1,0,0.0397,108.867,0.618,1942
1XQJMzytCX3eIyk936dUpc,No Love,['Erykah Badu'],0.683,308600,0.625,0.0423,0.465,5,0.204,-9.823,0,45,0.12,82.095,0.73,1997
6HwM33ibc48ct1ralhvJrW,Home,['Sevendust'],0.622,214000,0.941,0.0027,0.00185,9,0.132,-4.651,1,44,0.162,89.756,0.552,1999
251kli9cD2OB271h73xALz,All I Want For Christmas Is My Two Front Teeth,"['Danny Kaye', 'Patty Andrews']",0.652,208400,0.208,0.804,0,7,0.101,-11.092,1,4,0.348,90.005,0.396,1951
5Yhr9lHjyM5SXBPU3Ynthu,Saturday Night,['Wade Bowen'],0.624,208440,0.86,0.00556,0,4,0.223,-6.101,1,45,0.032,114.049,0.631,2012
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,['Harry Styles'],0.516,340707,0.595,0.0275,0,5,0.109,-4.63,1,81,0.0313,119.972,0.222,2017
7FnEVZQNLuIRX9d920WRZ4,I Am a Stone,['Demon Hunter'],0.546,346013,0.419,0.387,4.01E-06,7,0.139,-9.198,1,48,0.0267,112.107,0.266,2013
6vbCTxIVfRCmHWpDly1G03,Bichhade Dil Aaj Mile,"['Uma Devi', 'Moti Bai']",0.765,83787,0.259,0.996,0.889,11,0.189,-13.801,1,0,0.0826,127.673,0.916,1948
78VE3KQ85A5ejWZAKOVjNp,The Men All Pause,"['Klymaxx', 'Louil Silas Jr.']",0.789,435333,0.702,0.0603,0.454,7,0.0466,-12.603,1,34,0.0542,120.118,0.748,1984
1B73yT4FFPTqugJjydTDHY,New Black Snake Moan,['Lead Belly'],0.63,193802,0.273,0.962,0.0104,6,0.104,-13.551,1,0,0.0968,78.277,0.798,1935
3t5C5qQI3wqJasYIKOJEB7,Who Knows Where The Time Goes?,['Fairport Convention'],0.51,305987,0.194,0.686,0.318,4,0.113,-15.849,1,45,0.0315,144.595,0.434,1969
4kS1mo0PFsex1vDTazfSXG,O Quizas Simplemente Le Regale una Rosa,['Leonardo Favio'],0.714,190537,0.41,0.402,0,5,0.325,-12.856,1,41,0.0375,118.048,0.859,1990
4Y44xTCtiH4CscDBMRdoom,茶山情歌,['席蓉蓉'],0.319,288640,0.0606,0.943,1.42E-06,0,0.117,-20.446,1,20,0.037,98.79,0.197,1963
6CV8IsMQX6Kq7mJNekRHs7,For Lovin' Me,['Gordon Lightfoot'],0.619,147893,0.386,0.576,0.000331,6,0.265,-15.112,0,32,0.0284,109.135,0.639,1966
6Mjarhbtmvf3oFQnnCW02I,Paloma Consentida (Con Fecha de Mañana),['Irma Serrano'],0.554,179773,0.351,0.743,0,0,0.137,-8.041,1,19,0.0374,128.285,0.892,1962
6uqta7wa9wt6aQHH2nZiqy,Sabandija - Instrumental (Remasterizado),['Francisco Canaro'],0.822,173000,0.252,0.995,0.911,9,0.161,-13.703,0,0,0.338,116.546,0.755,1927
7BK9mgYn45mST4rfeqo7jk,The Roundabout,['Enigma'],0.603,218507,0.877,0.0305,0.00309,4,0.183,-9.289,0,42,0.0417,99.993,0.157,1996
6ofJfBLOFB4f0n0ZwucUnk,Brown-Eyed Woman - Live in Denmark 1972 Remastered Version,['Grateful Dead'],0.578,277867,0.618,0.648,0.246,4,0.184,-9.527,1,40,0.0327,106.821,0.721,2004
4GiuUAHJfo26cx0X0JUf2R,Holly Holy,['Neil Diamond'],0.283,280307,0.31,0.663,0.000522,9,0.122,-14.284,1,50,0.0279,103.283,0.402,1969
14TyEaSTlt6b8hWYp6reW6,Tus Latidos,['Calibre 50'],0.731,173893,0.747,0.554,9.41E-05,8,0.185,-4.303,1,56,0.0361,140.111,0.842,2014
53h5t5KGtYjJ4DXh08JkDy,"Symphony No. 5 in E Minor, Op. 64: IV. Andante maestoso - Allegro vivace","['Pyotr Ilyich Tchaikovsky', 'Oslo Philharmonic Orchestra', 'Mariss Jansons']",0.279,681773,0.302,0.959,0.898,4,0.114,-15.506,0,31,0.0396,139.347,0.167,1984
3UZk9dIKBwxjc9zktv9zgF,Provócame,['Banda Vallarta Show'],0.832,180611,0.782,0.445,0,0,0.0385,-4.94,1,47,0.202,142.675,0.963,1993
4OmWY5W31ttbEiKMXOSg8X,Billie's Blues,['Frida Payne'],0.668,170760,0.71,0.317,0,0,0.328,-3.641,0,3,0.0578,117.758,0.529,1941
02Fzn9E9et1LADcuSeSwxR,Ya Se Que Te Acordaras...(De Mi),['Los Brios'],0.654,213000,0.591,0.0151,1.37E-05,9,0.0818,-8.318,1,46,0.0239,97.887,0.75,2007
23X3wSCD82oF8RjVYdouu4,"Piano Sonata No. 2, Op. 35: II. Scherzo - Più lento","['Frédéric Chopin', 'Vladimir Horowitz']",0.29,415733,0.124,0.993,0.903,6,0.13,-17.667,1,0,0.0382,71.581,0.113,1928
1Ukwj3dUFHMFtjNss7kVMu,Jo Tum Todo Piya,['Sitara'],0.326,282600,0.488,0.721,0,6,0.186,-11.337,0,1,0.0399,112.267,0.297,1947
3lPLmOIUtxfJg7wtnn2PPT,Phone Call / I Realize How Much She Is Like the Others / A Strange Customer / Watching Palantine On TV / You're Gonna Die In Hell / Betsy's Theme / Hitting the Girl,"['Bernard Herrmann', 'James P. Nichols']",0.278,373800,0.0929,0.961,0.291,5,0.106,-20.347,1,30,0.0477,120.644,0.0343,1976
2IAQnOWKWjj1iA166KznVd,Never Ending Story,['Limahl'],0.579,210013,0.803,0.22,0.00116,0,0.22,-7.588,1,50,0.0281,122.422,0.77,1984
0C5BIoHE7IChYOGg8RA2j2,You Won't Change Me - 2013 Remaster,['Black Sabbath'],0.234,398227,0.714,0.125,0.000894,0,0.226,-9.829,1,29,0.0403,142.01,0.15,1976
3EoNa8CdYCmW0WJwa5kaYA,Cubana Bop,['Dizzy Gillespie'],0.553,197467,0.61,0.833,0.108,5,0.133,-10.217,0,6,0.429,157.474,0.494,1946
4gL5tLTx52TmdMDjOdmfDQ,Both to Each Other (Friends & Lovers),"['Eddie Rabbitt', 'Juice Newton']",0.368,233733,0.252,0.822,0,7,0.133,-10.468,1,25,0.0261,97.464,0.179,1986
4wBcaYqLPm7EtDVoJQORU4,Bust Me,['Lil Uzi Vert'],0.734,194452,0.703,0.237,1.99E-06,11,0.413,-6.256,1,67,0.355,151.923,0.608,2020
1MaGVMbu7D0HWTiHlGJU9F,Workin' Man (Nowhere to Go),['Nitty Gritty Dirt Band'],0.631,231720,0.553,0.131,2.88E-06,11,0.129,-13.989,1,33,0.0271,144.888,0.818,1989
33vFLnz1Fa7su5wb46sHvz,Oedipus Rex - Actus primus: Non reperias vetus scelus,"['Igor Stravinsky', 'Ernst Haefliger', 'Societe Chorale de Brassus', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",0.258,212813,0.116,0.967,1.21E-05,3,0.0897,-17.872,1,0,0.0453,175.88,0.0994,1946
7dP4k5nDDwI1qMDoz5m0f6,This Must Be The Place,"['Iron & Wine', 'Ben Bridwell']",0.634,212487,0.419,0.499,0.00438,0,0.124,-10.386,1,58,0.028,118.838,0.562,2015
31c37xfmgHkAAqiDzNTln8,That's How I Got to Memphis,['Bobby Bare'],0.658,151787,0.378,0.598,2.25E-06,2,0.177,-15.799,1,30,0.0293,113.508,0.805,1970
2GlCfUheirwLr62pmb6rMt,Maria,['TKA'],0.658,417120,0.887,0.0263,0.329,6,0.07,-8.444,0,36,0.0638,118.098,0.538,1990
5fybLNY2eBRnEGg8SUW6yk,The Light,['Common'],0.934,243587,0.649,0.114,1.71E-06,7,0.0807,-6.465,1,56,0.266,97.026,0.685,2010
4WHiib6Q5MTI4jnwPzoFMF,Little Sally Walker,['Lead Belly'],0.631,165198,0.402,0.855,0,10,0.412,-11.733,0,0,0.125,80.465,0.698,1943
0fcXoUxSlzlrQH9jwkThrO,The Sun,['Burning Spear'],0.79,224227,0.287,0.000436,0.541,7,0.0718,-17.352,1,28,0.115,136.974,0.648,1977
3f3cliOygeuUpGRwdohy12,Comfortable,['H.E.R.'],0.429,255066,0.399,0.632,3.23E-05,5,0.087,-11.679,0,70,0.0893,72.487,0.353,2020
5URJEznfi3XiVHQCyC3sII,The Darkest Nights,['As I Lay Dying'],0.367,231827,0.983,9.49E-06,0.00049,8,0.184,-4.264,1,50,0.0649,175.006,0.85,2005
0JR1UPExSwwEvTRub1SZI3,You Take My Breath Away - Remastered 2011,['Queen'],0.236,306480,0.216,0.953,5.93E-05,3,0.142,-15.132,1,34,0.0456,183.314,0.0751,1976
0M1ujzJ1RTvLt13C4GsnaT,Indescribable,['Chris Tomlin'],0.362,237987,0.83,0.0341,0,11,0.115,-4.183,1,44,0.033,179.867,0.447,2004
7jeF74lLCO5EzfK6iRdc2B,Man's Temptation,"['Mike Bloomfield', 'Al Kooper']",0.614,204693,0.525,0.114,4.07E-06,5,0.158,-9.446,1,25,0.0286,89.596,0.606,1968
6evdK42oI5F3mB0jn3ui8r,Le dernier repas - Live Olympia 1964,['Jacques Brel'],0.466,213000,0.525,0.441,0,9,0.564,-6.892,0,16,0.0773,95.132,0.329,1964
5xcJtLxdprEWBR2jRqcQPW,In The Jailhouse Now,['Webb Pierce'],0.66,125907,0.459,0.884,0,4,0.117,-6.038,1,39,0.0342,79.71,0.843,2001
4g8bVWwWFfeX1krGDRQKmK,Tha to klepso den vasto,['ANTONIS NTALGKAS'],0.533,193547,0.474,0.985,0.195,11,0.1,-9.708,0,0,0.0514,138.101,0.757,1940
3bnDAHz3QpXkCqZZ8uU3Tf,Free at Last,"['Dock Reed', 'Vera Hall']",0.492,101800,0.0727,0.99,0.00205,10,0.109,-13.847,1,12,0.0364,106.594,0.285,1951
7qbLE7ssJcnWD6EO7My847,Ol' 55,['Tom Waits'],0.492,236480,0.44,0.806,0.00107,6,0.165,-11.461,1,53,0.0327,110.954,0.336,1973
65p2AbWFdX0aLAsdxcTDbN,If I Didn't Love You,['Squeeze'],0.674,251227,0.607,0.206,0.00157,7,0.342,-13.072,1,31,0.0298,122.799,0.714,1980
2tLEaS1u9MHIzZ5jqv0R2Y,"The Sleeping Beauty, Op. 66, TH 13 / Act 1: 6. Valse","['Pyotr Ilyich Tchaikovsky', 'Concertgebouworkest', 'Antal Doráti']",0.272,279507,0.153,0.95,0.892,10,0.312,-20.058,1,34,0.0364,101.712,0.471,1981
0vSVDF2fHaxL2L9eEmRdAK,Clubbed to Death - Kurayamino Variation,['Rob Dougan'],0.377,447427,0.65,0.0116,0.827,2,0.346,-10.277,0,45,0.0284,101.547,0.0978,1995
6JUHgBuPTowBXKBTy6tCPk,Cave Bitch - Remastered,['Ice Cube'],0.863,257867,0.661,0.00257,0.108,4,0.0856,-9.226,0,35,0.169,96.147,0.512,1993
240mp2P9Iv7iqG30Y8eu3L,Hold Up (feat. Nipsey Hustle),"['Marion Band$', 'Nipsey Hustle']",0.714,232133,0.654,0.385,0,5,0.0895,-6.868,0,55,0.316,150.991,0.723,2013
5EvIzh9XgJH70p0Ne92ru7,Chamakat Hai Ang Sanwale,['Sushila Rani'],0.499,185520,0.212,0.983,0.399,7,0.112,-12.255,1,0,0.0653,100.045,0.626,1944
3XD1tbPBuj4GKP2Ag8aqjC,Al Uruguay - Remasterizado,"['Francisco Canaro', 'Charlo']",0.846,175493,0.164,0.971,0.00625,5,0.0928,-15.814,1,0,0.28,122.55,0.856,1931
0JLPBgOeziEPV5PdyFdQxR,Si Echo Pa'lante,['Eddie Palmieri'],0.558,314627,0.514,0.781,0.00251,5,0.133,-10.145,0,20,0.0603,155.071,0.897,1964
0VTfHwWV2hNPPDdWCXBjAs,No Me Entendió,['Zacarias Ferreira'],0.958,295960,0.552,0.423,0,0,0.0909,-7.14,1,42,0.0552,130.014,0.903,2002
6g4ALmv2Udoj0Y7AoCVXJs,La Valse d'Amélie - Version orchestre,['Yann Tiersen'],0.195,120333,0.335,0.852,0.131,9,0.117,-8.681,0,39,0.0312,63.152,0.252,2001
0rohJsT6NWsThpukt0Xxdc,Higher Ground (feat. John Martin),"['Martin Garrix', 'John Martin']",0.442,206279,0.619,0.0841,0,1,0.0889,-5.28,1,79,0.0321,128.318,0.382,2020
3TG4tr9p0JEgt3kWX81fgL,Η μουσική γυρίζει,['Τέτος Δημητριάδης'],0.768,151480,0.332,0.875,0.000494,1,0.145,-12.154,1,0,0.077,105.822,0.625,1930
570g0E93XPrX0BNRJFhRe8,Intuition - Remastered 2010,['John Lennon'],0.771,190907,0.572,0.218,0.0404,2,0.303,-9.837,1,31,0.0682,118.863,0.903,1973
46dOLFAdtzF15bK2pu1Pwk,Cristal - Remastered,['Leo Lipesker y su Orquesta'],0.414,177575,0.279,0.828,0.000896,2,0.198,-12.498,1,0,0.042,108.203,0.367,1945
47HSPIBp5vewiLBZg0LU7u,Fire and Rain,['The Isley Brothers'],0.508,331907,0.476,0.562,0,2,0.0858,-9.666,1,24,0.0549,143.827,0.532,1971
6s8sDynUD3PkgdPmWmWZ8X,Qool Li Ya Helow,['Nazem al-Ghazali'],0.244,259320,0.664,0.976,0.177,2,0.535,-5.533,1,0,0.0371,79.018,0.383,1936
1VsoNmgANye8Z4qf3XhT3k,1984 - 2016 Remaster,['David Bowie'],0.468,207400,0.637,0.624,0,2,0.148,-13.742,0,39,0.112,117.203,0.554,1974
6cX1iTffMIAU8lEWSOYIIO,Leanin',['Lil Peep'],0.501,206493,0.486,0.19,0,2,0.103,-6.6,0,64,0.0298,139.872,0.318,2018
4yQ9tQ3MhJcguOYRIDaaIh,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": 2. Marcia funebre - Adagio assai","['Ludwig van Beethoven', 'Berliner Philharmoniker', 'Hans Pfitzner']",0.219,905223,0.0725,0.95,0.861,0,0.174,-20.867,0,0,0.0431,76.804,0.0395,1929
0XuKXtpJ2CNTYauVX448vj,Two Lane Highway,['Pure Prairie League'],0.52,247427,0.637,0.133,0.00113,9,0.0509,-10.46,1,33,0.0367,147.166,0.749,1993
3rlPaBlRjyNKHzJsvKV6dP,Hard Time Killing Floor Blues,['Chris Thomas King'],0.52,162427,0.0204,0.974,0.0812,2,0.242,-25.37,0,47,0.041,92.717,0.367,2000
64OczLYckthEjRiCCZDeAF,Long Gone,['Bryan Adams'],0.517,238487,0.857,0.00728,8.97E-06,5,0.224,-5.943,1,35,0.0532,122.637,0.677,1984
70Csl9zfuY992HVrB97Nfj,Nobody In His Right Mind Would've Left Her,['George Strait'],0.623,172360,0.364,0.188,0,5,0.402,-14.986,1,29,0.0288,60.557,0.594,1987
1Guzg2htAsEghkxcYXcQKg,Easy Does It,['Supertramp'],0.428,138800,0.275,0.588,0.00128,2,0.338,-20.149,1,43,0.0821,154.709,0.551,1975
7gqu3xOxeQJF1MmERBuMOw,Road Movie to Berlin,['They Might Be Giants'],0.433,142400,0.134,0.461,1.62E-06,5,0.108,-13.926,1,30,0.0432,87.308,0.305,1990
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,"['French Montana', 'Swae Lee']",0.726,233902,0.769,0.0293,0.0101,6,0.104,-5.043,1,81,0.123,97.985,0.733,2017
5khtjkzX0pzH1cjDgM6K6H,Candle In The Wind - Remastered 2014,['Elton John'],0.602,228933,0.536,0.183,1.90E-05,4,0.0802,-9.74,1,52,0.0288,124.558,0.506,1973
6Zk97UH8qZiibr31MHWmm9,This Is Always,['Jim Hall'],0.566,171893,0.0689,0.991,0.919,2,0.12,-18.94,0,16,0.0509,73.206,0.206,1957
0vrVxP0mpWnAUyLyRXc6Fg,"Fuga, No. 2","['Girolamo Frescobaldi', 'Flor Peeters']",0.131,199293,0.354,0.798,0.936,3,0.484,-8.924,1,0,0.0305,80.568,0.0586,1954
0voo6ZDdfa25QvjHsHiZfT,"I've Never Been In Love Before - (from the musical ""Guys and Dolls"")",['Doris Day'],0.242,184800,0.0893,0.945,9.50E-06,7,0.316,-15.997,1,19,0.0396,81.344,0.227,1945
5XaOvJcyNBNXRohL3eB9dL,This Is It,['Michael Jackson'],0.636,216787,0.648,0.608,0.000147,10,0.072,-5.716,1,54,0.033,96.882,0.559,2009
1WegYbbnBVs1fHFQAbXC05,Nutshell - Acoustic Live,['Staind'],0.494,278827,0.477,0.0966,0.151,3,0.265,-8.114,0,41,0.0332,118.488,0.0803,2006
76rfUs6iZBa3OCf8tCBn27,Plainsong - 2010 Remaster,['The Cure'],0.361,317347,0.428,0.00451,0.66,0,0.0879,-9.282,1,44,0.0306,86.884,0.125,1989
2nOn2fOCfLvfbH3h4sTtIS,Madama Butterfly: Un bel dì,"['Giacomo Puccini', 'Kiri Te Kanawa', 'Sir John Pritchard', 'London Philharmonic Orchestra']",0.23,270800,0.048,0.973,0,1,0.0813,-21.223,1,20,0.0455,93.638,0.0462,1949
7csi5hl3UMuK7Amgoekpxm,The Jitterbug - Outtake,"['Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen', 'Burt Lahr']",0.566,203627,0.446,0.832,0.000266,7,0.674,-12.803,1,26,0.0842,109.399,0.62,1939
0J3AaAp2XKLhfvNNYE6iie,You Look So Good In Love,['George Strait'],0.651,193560,0.214,0.49,3.68E-06,9,0.1,-17.123,1,52,0.0292,114.533,0.295,1983
2dtcNplc1W8GFAo9LPzLri,Dear Wormwood,['The Oh Hellos'],0.519,316067,0.601,0.227,0.007,11,0.112,-10.409,0,53,0.033,158.055,0.164,2015
1XYnzNHGG50lDNHVotRkyX,Mercy Mercy - Remastered 2002,['The Rolling Stones'],0.61,164707,0.761,0.00622,0.0318,9,0.0706,-9.217,1,36,0.0407,124.48,0.725,1965
6EmUlknZSc3QK8JSk7F2Qt,For Whom The Bell Tolls - Live with the SFSO,['Metallica'],0.318,292160,0.978,1.51E-05,0.00829,10,0.978,-3.93,0,38,0.127,126.87,0.171,1999
3behhPBaULPWdMUjfEx07q,God Is Still In Charge,['Willie Banks'],0.549,361227,0.286,0.487,0,2,0.213,-16.305,1,28,0.0369,113.751,0.486,1993
1TKnomDQTCtUQEKdGwaE5S,Nobody But Me,['Lou Rawls'],0.67,164467,0.444,0.469,0,3,0.215,-9.596,0,27,0.0651,123.272,0.74,1965
42cDyuTfjSIuDSqrRwC1Mc,Joshua,['Dolly Parton'],0.615,185590,0.632,0.38,0,9,0.0803,-12.694,1,42,0.0395,110.088,0.774,1971
3BWeIY6JHNvNaDFXpF858U,Nite Owl,['Gene Chandler'],0.638,146107,0.54,0.943,0,7,0.0995,-11.391,0,8,0.0352,130.264,0.929,1962
1QJt0InYtHWSmvN2inB00I,Aalimili Gom Chili,['Lalita Phadke'],0.464,204893,0.219,0.982,0.898,4,0.112,-18.231,1,0,0.325,66.755,0.802,1952
6OFKVE2HZdK3n2tbTDMhn3,First Time,['Vance Joy'],0.639,224627,0.894,0.313,4.30E-06,0,0.168,-7.184,1,51,0.142,116.009,0.39,2014
6EpXKh1ww4DPMuS7R7kIP2,Savmanen Zemani,['Ramzan Xanni'],0.515,98920,0.537,0.207,0.152,5,0.0808,-7.356,1,30,0.028,179.898,0.281,1986
1icyef1nNmLusODA03FLGf,Pink Turns to Blue,['Hüsker Dü'],0.242,162933,0.96,5.09E-05,0.392,9,0.12,-11.85,1,38,0.0638,153.439,0.323,1984
0fHhIm7n240IlhbrYGKZXH,Si No Te Hubieras Ido,['Maná'],0.652,270947,0.787,0.00236,0.000127,2,0.117,-5.232,1,60,0.0246,99.984,0.372,2008
7iOhyQcynhd9diyz36r7O8,Just Let Me Cry,['Lesley Gore'],0.619,135000,0.414,0.5,7.43E-06,0,0.399,-11.664,0,32,0.0423,132.133,0.766,1963
1ESl3PuNrAqlJ67ZxJIzz4,Rain: Evening Sleep,['Nature Sounds'],0.0642,197112,0.308,0.00312,0,1,0.604,-17.238,1,51,0.194,77.757,0.0136,2014
2TTdejk4ByD74D1AGSm7hk,Le sacre du printemps (The Rite of Spring): Seconde partie: Le sacrifice (Part II: The Sacrifice): Action rituelle des ancêtres (Ritual Action of the Ancestors),"['Igor Stravinsky', 'Michael Tilson Thomas']",0.253,218307,0.0087,0.831,0.22,0,0.136,-23.781,0,0,0.0385,119.394,0.0391,1948
3zgFz1o1N0hMHDzXS0fpIp,Gimme Stitches,['Foo Fighters'],0.543,222200,0.958,0.00175,0.00286,2,0.263,-4.215,1,43,0.0685,111.85,0.532,1999
7uPReljrrTaqzDCcx4JHmi,What Kinda Gone,['Chris Cagle'],0.494,181613,0.861,0.257,0,5,0.103,-5.236,1,64,0.0365,172.052,0.668,2008
66YUHByAhvckqMtO9EkJ1J,野孩子,['Miriam Yeung'],0.624,221707,0.375,0.751,0,2,0.323,-8.522,1,51,0.0505,120.06,0.521,2001
40pgYnsXBuCmaICgMvhaqp,Utopia Me Giorgio,['Giorgio Moroder'],0.634,202293,0.947,0.00139,0.905,10,0.0693,-7.743,0,22,0.0315,129.322,0.955,1977
19OQuo5eWK9kZSoVen4mzd,Conversation,['Charles Mingus'],0.636,326676,0.288,0.47,0.00244,0,0.162,-15.717,1,8,0.0422,116.138,0.538,1957
65JIOfuq2c9GBH4kBY7BYF,Mud Slide Slim - 2019 Remaster,['James Taylor'],0.609,319213,0.323,0.644,0.0568,0,0.142,-14.486,1,41,0.0296,92.293,0.711,1971
58ODgCsaP9KOHdiRciEInO,Vine Street,['Harry Nilsson'],0.45,171427,0.21,0.921,1.85E-05,9,0.0756,-15.201,1,21,0.0416,121.976,0.366,1970
0gjqyr5z7poniYymKRwsCN,American Ride,['Toby Keith'],0.519,165693,0.907,0.0829,1.57E-06,9,0.325,-2.681,1,61,0.0665,174.085,0.794,2009
4188CuZ3NCRFFLspvQZwrt,Una Limosna (with Javier Solís),"['Los Panchos', 'Javier Solís']",0.552,149107,0.407,0.84,1.20E-05,9,0.449,-7.787,1,43,0.0438,118.834,0.705,1959
3re7ymCtZpJAFbbA6RTdwD,Gutter Ballet,['Savatage'],0.313,381400,0.791,0.228,0.0758,0,0.134,-6.629,1,32,0.0514,101.328,0.184,1990
4gArzmdQiO5Kpdci3aoNVy,Four (Evening) - Live From Village Vanguard/1957/The Rudy Van Gelder Edition,['Sonny Rollins'],0.583,506333,0.729,0.372,0.108,1,0.166,-9.079,1,10,0.147,119.031,0.618,1957
3g1qJfkDRFPstGsHv47AW1,Часть 3.3 & Часть 4.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],0.72,106868,0.292,0.0193,0,1,0.0973,-18.196,1,0,0.921,114.346,0.633,1929
6WIh0P8aupqSHeqUULThF0,The Beat Goes On,['Sonny & Cher'],0.665,208160,0.487,0.282,0,10,0.169,-10.529,1,45,0.0442,126.137,0.437,1967
